edad,promedio_notas,horas_estudio_semana,participacion_actividades,asistencia_clases
26,2.68,26,Alta,100.0
24,3.09,18,Alta,73.43
28,2.71,17,Baja,87.16
19,2.94,9,Alta,79.05
24,2.39,30,Media,90.61
20,4.16,5,Media,74.75
29,2.41,15,Alta,80.12
20,1.56,9,Media,73.64
29,3.38,17,Baja,75.97
26,2.66,18,Baja,70.8
29,2.94,37,Media,91.11
26,2.65,7,Media,84.04
20,3.24,37,Media,80.98
18,2.28,20,Media,80.11
20,2.47,34,Alta,93.28
28,2.96,22,Baja,96.22
25,4.28,31,Alta,100.0
25,2.97,27,Alta,88.72
20,4.14,26,Alta,94.72
26,2.81,32,Media,87.03
21,1.37,18,Media,88.19
21,3.47,12,Media,65.35
22,2.55,23,Baja,56.47
27,2.93,32,Media,96.77
18,3.81,17,Baja,79.84
19,3.76,34,Media,73.89
21,3.55,33,Alta,93.28
22,1.91,22,Media,84.37
20,3.11,19,Baja,71.44
28,2.49,32,Alta,75.7
20,2.99,5,Alta,97.78
22,3.03,17,Alta,89.67
23,4.22,39,Alta,72.5
27,3.68,17,Media,80.98
25,3.02,22,Baja,91.19
22,4.01,21,Baja,100.0
27,3.32,36,Alta,94.86
25,2.86,7,Media,56.71
25,3.36,27,Alta,86.46
21,4.21,34,Baja,95.94
26,4.22,7,Media,80.73
21,2.99,35,Alta,95.83
27,3.13,11,Alta,66.6
27,4.62,8,Baja,87.68
25,2.61,9,Alta,98.35
27,2.35,26,Alta,96.83
19,3.13,11,Alta,81.97
25,3.51,27,Baja,95.81
23,3.23,9,Media,67.45
22,3.38,35,Baja,87.68
24,1.37,27,Media,83.29
18,4.3,31,Baja,67.76
27,3.48,26,Baja,99.71
19,1.87,29,Baja,99.9
28,4.5,14,Alta,78.94
24,4.35,36,Alta,80.78
24,2.72,8,Media,89.82
28,3.66,15,Media,84.95
27,3.72,26,Baja,81.51
21,1.67,24,Baja,75.52
21,3.27,13,Baja,88.08
27,3.26,19,Alta,80.25
28,3.24,20,Media,84.04
24,2.26,25,Alta,85.52
29,3.14,9,Alta,77.47
24,2.95,38,Baja,83.74
23,3.77,24,Alta,98.63
29,1.97,7,Media,98.5
25,2.86,36,Media,100.0
20,2.87,27,Media,89.68
18,3.56,32,Media,92.91
26,3.07,23,Alta,87.13
18,4.11,14,Baja,93.67
29,3.28,18,Alta,74.69
25,2.45,22,Alta,88.88
22,2.62,15,Alta,91.14
28,2.78,30,Alta,91.07
18,3.74,6,Alta,90.87
29,2.18,37,Baja,87.8
29,3.2,19,Media,78.9
18,3.08,10,Baja,90.81
25,3.55,27,Media,76.06
29,2.96,8,Media,83.25
25,4.0,8,Alta,76.43
28,2.33,31,Alta,75.07
23,4.95,16,Baja,94.48
23,4.11,5,Media,90.44
23,2.36,38,Baja,85.48
22,2.14,30,Media,96.78
22,2.74,15,Media,81.72
27,3.18,9,Media,85.19
24,2.41,38,Media,86.14
24,3.14,19,Baja,81.52
18,4.08,23,Alta,89.92
18,2.0,12,Media,82.25
19,1.2,34,Alta,78.18
21,3.67,6,Alta,78.01
24,0.49,5,Media,75.08
18,2.59,21,Media,75.18
22,2.52,23,Baja,77.66
25,2.08,5,Alta,95.96
23,3.32,25,Media,76.08
18,4.08,32,Baja,99.39
18,2.85,10,Baja,88.06
22,3.5,15,Media,90.81
28,3.72,36,Baja,86.08
22,1.57,11,Media,78.02
28,2.78,15,Baja,85.78
20,4.53,18,Media,74.58
21,3.4,18,Alta,97.75
26,2.6,10,Baja,75.6
26,2.8,20,Alta,86.67
24,2.93,11,Alta,87.79
29,3.79,22,Media,85.71
27,1.21,6,Alta,82.36
21,2.53,36,Alta,75.24
28,4.11,26,Alta,74.74
27,3.05,37,Baja,68.55
24,2.69,39,Baja,77.45
22,2.76,27,Baja,72.59
29,3.54,38,Media,81.34
25,2.88,33,Baja,89.47
22,2.8,31,Alta,67.57
24,1.77,32,Baja,86.41
23,2.84,38,Baja,98.75
28,3.46,38,Alta,59.07
22,2.54,8,Media,75.56
24,3.02,38,Media,92.52
29,2.79,12,Baja,94.87
25,1.28,24,Alta,82.58
22,3.14,15,Alta,79.11
24,3.45,39,Baja,82.44
28,4.33,34,Media,95.64
28,2.39,20,Alta,84.38
24,4.93,26,Alta,96.05
22,2.06,25,Baja,92.24
29,2.18,35,Alta,100.0
24,2.07,39,Media,91.29
20,4.01,13,Media,100.0
25,3.62,5,Alta,89.27
18,2.63,36,Alta,68.46
27,2.97,36,Alta,69.03
28,1.54,11,Alta,100.0
22,2.83,19,Media,96.54
22,2.93,16,Alta,78.58
21,2.06,28,Alta,74.46
27,1.78,12,Baja,90.61
28,1.66,21,Media,89.74
28,2.84,34,Baja,74.31
20,1.97,29,Alta,86.39
22,4.67,30,Media,100.0
27,1.59,26,Baja,86.35
29,2.14,39,Alta,89.13
18,1.88,32,Baja,68.88
24,2.75,17,Media,83.2
22,2.31,31,Baja,86.46
20,2.44,7,Alta,100.0
18,3.82,12,Baja,98.09
18,1.92,32,Media,88.28
22,2.43,32,Media,81.79
24,2.64,16,Media,82.01
22,3.81,39,Media,62.3
27,4.58,35,Media,90.0
28,2.04,33,Baja,81.62
18,3.62,30,Alta,85.8
24,3.98,16,Media,73.16
21,2.98,20,Media,81.01
27,1.56,14,Media,87.72
19,3.66,8,Alta,76.78
19,1.56,29,Baja,69.39
29,2.99,13,Alta,93.64
18,4.74,26,Media,85.19
23,3.08,27,Media,100.0
24,3.13,5,Baja,74.79
20,3.13,27,Media,88.93
22,3.05,35,Media,74.71
24,2.76,17,Media,84.25
18,3.44,25,Media,69.82
25,2.75,17,Alta,80.75
24,3.57,17,Alta,68.08
19,2.82,13,Alta,100.0
25,3.32,39,Alta,85.24
24,2.82,32,Alta,82.75
21,4.17,5,Alta,80.04
24,2.41,17,Media,95.74
21,3.32,27,Alta,84.82
24,2.8,13,Alta,100.0
26,4.02,14,Baja,83.51
23,2.04,14,Baja,75.62
25,2.2,29,Alta,86.13
23,2.63,39,Media,82.9
23,1.9,39,Media,64.74
29,2.93,11,Media,84.16
28,4.56,8,Alta,64.8
28,4.8,15,Alta,78.5
28,5.0,21,Baja,76.22
27,4.21,23,Media,87.19
25,2.94,32,Alta,83.79
22,2.32,23,Media,75.1
23,3.02,19,Media,93.69
26,1.37,39,Alta,90.56
21,1.91,16,Baja,91.03
23,2.18,33,Baja,75.32
24,2.65,11,Baja,83.05
25,3.11,5,Alta,93.61
22,3.76,16,Alta,73.69
24,1.92,14,Media,91.2
28,2.56,26,Media,100.0
27,3.94,23,Alta,89.01
20,4.71,22,Baja,65.82
20,2.35,15,Baja,83.91
29,3.04,19,Media,100.0
19,2.36,39,Media,81.55
18,2.98,21,Alta,89.45
21,3.86,30,Baja,100.0
24,3.34,23,Media,81.85
18,1.73,31,Baja,80.6
21,3.69,37,Alta,95.13
23,3.06,21,Alta,99.4
21,4.68,29,Alta,100.0
22,3.32,36,Alta,98.23
24,3.37,13,Media,80.86
18,3.45,5,Alta,84.09
28,2.08,32,Baja,94.71
28,1.46,23,Baja,74.61
21,2.84,33,Media,98.78
19,2.84,9,Baja,90.74
27,3.03,5,Media,95.13
20,3.41,21,Alta,95.52
22,4.44,18,Alta,85.84
29,4.27,11,Alta,82.42
28,2.91,14,Media,87.01
18,2.2,34,Alta,89.81
24,3.98,10,Media,87.2
25,4.11,34,Media,97.9
20,2.51,37,Baja,100.0
25,2.72,19,Media,83.96
21,1.99,21,Media,77.9
20,2.37,29,Alta,79.19
22,2.22,7,Media,66.0
23,3.39,34,Baja,93.39
19,2.63,15,Baja,86.57
29,2.55,23,Baja,79.3
25,2.93,38,Media,78.52
26,3.35,18,Media,93.8
28,3.57,30,Baja,76.06
19,1.92,31,Baja,82.25
29,2.54,20,Alta,100.0
24,2.84,36,Alta,93.48
18,2.74,18,Media,92.43
27,3.61,9,Baja,83.02
20,3.21,39,Baja,79.77
21,2.73,24,Alta,100.0
24,4.13,22,Media,84.49
20,3.25,36,Media,98.83
22,4.04,13,Alta,100.0
23,2.1,33,Alta,85.5
27,2.97,12,Media,91.94
22,3.22,27,Media,68.85
23,3.05,5,Alta,73.86
20,2.47,7,Media,86.73
21,2.58,26,Baja,93.54
22,1.75,36,Media,86.54
19,1.72,16,Alta,73.49
18,3.77,35,Baja,74.38
25,5.0,24,Alta,97.32
18,4.91,37,Media,82.78
25,3.23,23,Baja,87.5
27,2.46,34,Media,90.92
27,3.22,21,Alta,77.77
18,2.49,15,Media,86.98
26,2.61,31,Alta,84.59
25,1.47,5,Baja,71.08
23,1.85,8,Alta,73.92
27,4.02,32,Baja,89.4
21,2.06,28,Alta,72.95
23,3.4,10,Media,84.62
28,4.14,38,Alta,84.48
19,1.6,9,Baja,88.12
26,4.0,23,Alta,82.39
21,3.49,38,Baja,67.18
28,4.02,27,Baja,89.11
29,2.85,6,Media,86.98
29,3.37,7,Media,74.21
25,2.71,25,Alta,87.35
23,2.18,15,Media,75.41
27,3.45,21,Media,97.48
26,3.06,26,Baja,73.86
24,3.62,15,Baja,98.26
27,3.38,26,Media,83.19
19,3.24,8,Baja,67.1
21,4.3,10,Alta,96.43
20,4.27,22,Baja,78.3
22,3.28,25,Media,75.95
18,1.86,31,Baja,66.31
21,4.32,38,Media,84.75
25,3.36,28,Baja,76.08
26,2.77,20,Baja,68.64
26,2.14,5,Baja,94.41
29,1.57,32,Media,73.08
22,2.42,14,Media,74.2
24,3.56,13,Media,81.46
24,2.34,22,Baja,100.0
24,2.03,15,Baja,83.42
18,3.0,12,Baja,91.19
28,3.88,20,Alta,81.77
22,2.02,22,Media,82.59
26,2.66,21,Media,71.33
18,3.63,14,Media,91.37
20,4.05,21,Baja,91.34
24,2.44,18,Alta,96.63
25,4.06,18,Baja,84.65
24,2.8,30,Alta,81.28
29,2.16,9,Alta,67.75
29,2.97,7,Media,83.11
23,3.52,24,Baja,84.25
20,2.66,28,Baja,63.05
24,2.15,22,Baja,84.23
25,3.02,10,Baja,88.02
24,3.64,6,Baja,73.09
29,2.97,29,Media,91.43
29,2.97,16,Alta,96.1
22,4.73,30,Baja,79.92
29,2.21,10,Media,81.79
21,3.44,19,Baja,89.61
27,2.43,19,Media,89.65
24,2.75,19,Baja,76.02
25,2.02,34,Baja,79.27
28,2.28,20,Baja,72.58
26,4.04,8,Baja,100.0
22,2.9,7,Baja,88.63
25,2.07,9,Baja,93.96
22,4.81,31,Media,97.36
25,4.07,16,Media,78.12
25,3.93,20,Baja,73.57
20,3.42,38,Alta,75.78
19,2.36,20,Alta,100.0
27,3.43,11,Baja,78.38
26,2.82,28,Alta,81.34
29,1.92,18,Baja,74.64
21,2.58,27,Baja,81.27
25,2.52,5,Media,100.0
24,3.59,27,Media,86.96
26,3.46,20,Media,78.99
26,4.08,23,Media,70.11
22,2.82,34,Alta,89.54
28,3.1,26,Media,100.0
29,2.35,39,Baja,62.96
25,2.02,21,Media,77.03
29,3.95,38,Baja,76.25
18,3.67,10,Media,82.91
20,4.92,10,Alta,85.89
23,2.41,33,Alta,88.81
29,3.64,5,Baja,93.71
24,3.64,25,Baja,88.53
26,3.01,13,Alta,79.8
18,2.88,21,Media,89.65
27,2.55,26,Baja,82.21
20,4.62,24,Baja,96.76
22,3.74,26,Alta,79.75
25,3.37,16,Baja,84.03
19,2.48,7,Baja,89.26
29,2.71,21,Baja,79.7
28,2.22,15,Alta,72.38
24,3.73,26,Media,71.13
25,2.31,38,Baja,81.99
19,2.91,10,Media,88.14
21,2.96,9,Baja,67.85
23,2.55,26,Baja,83.5
22,2.02,12,Media,85.39
28,3.45,6,Baja,80.27
19,1.83,38,Alta,86.83
29,2.55,25,Media,88.54
24,2.69,26,Media,69.7
18,2.05,22,Baja,87.94
28,4.16,7,Baja,78.24
25,3.18,5,Baja,84.04
28,2.64,30,Media,100.0
26,4.3,8,Media,76.79
28,2.76,33,Media,79.1
28,2.14,20,Alta,94.94
27,2.72,22,Media,88.63
21,1.73,29,Media,93.51
23,3.22,8,Media,76.74
23,2.78,19,Media,82.64
22,3.24,31,Alta,68.34
29,4.17,8,Baja,78.95
18,2.67,19,Alta,86.26
24,3.6,31,Media,96.36
21,2.72,7,Baja,79.59
28,3.37,9,Alta,76.78
26,5.0,31,Alta,88.4
24,3.26,13,Baja,85.07
19,1.94,16,Alta,81.47
29,1.09,20,Alta,88.29
28,2.75,27,Alta,75.01
26,2.28,37,Media,86.37
25,2.46,30,Alta,75.95
23,3.68,11,Media,100.0
28,2.76,30,Alta,78.05
23,1.77,38,Media,100.0
19,3.11,32,Baja,88.92
24,2.02,11,Alta,94.66
25,2.64,32,Alta,80.44
26,2.22,10,Media,85.8
22,3.8,18,Media,75.76
19,4.34,22,Media,94.58
19,3.43,30,Baja,74.05
28,2.12,13,Baja,100.0
20,4.21,25,Baja,81.55
25,3.21,33,Baja,81.33
26,4.03,17,Alta,76.21
23,4.81,19,Alta,75.59
18,3.4,34,Baja,80.41
20,3.41,5,Alta,75.99
18,3.16,32,Baja,82.46
27,2.67,22,Media,86.7
28,2.6,25,Baja,62.3
19,3.74,29,Alta,84.59
26,3.3,13,Media,73.49
24,3.54,25,Media,81.99
24,3.15,22,Alta,83.64
25,2.63,15,Baja,93.17
21,3.56,22,Baja,71.24
26,2.22,8,Media,80.71
23,2.67,25,Alta,76.7
24,3.07,37,Media,86.82
29,3.38,9,Media,87.47
24,2.49,39,Baja,95.95
21,2.88,20,Media,65.2
18,2.43,10,Media,57.26
19,2.59,17,Baja,77.91
26,3.35,33,Alta,68.63
21,1.76,11,Media,68.06
22,4.05,17,Baja,60.94
19,3.61,30,Baja,81.21
19,2.04,23,Alta,75.82
28,3.11,34,Media,94.64
28,0.16,20,Media,92.43
24,0.98,9,Media,85.79
28,3.85,25,Alta,83.18
23,1.92,39,Baja,86.97
26,2.73,21,Media,75.93
27,2.88,33,Media,84.84
22,3.26,20,Media,67.88
27,2.1,27,Media,65.25
27,4.2,8,Media,84.4
20,2.46,5,Media,98.35
22,4.57,30,Media,87.75
21,2.91,22,Baja,89.14
18,2.46,17,Media,82.04
20,2.39,12,Media,74.99
26,2.59,7,Media,100.0
20,3.59,9,Media,97.48
19,1.07,9,Baja,84.44
22,2.59,18,Baja,82.98
20,1.17,29,Alta,72.78
19,4.64,23,Baja,94.02
26,1.23,12,Media,76.14
18,3.21,30,Baja,80.55
22,3.95,32,Alta,98.37
18,2.84,13,Alta,67.76
28,2.08,15,Baja,87.46
25,2.31,10,Baja,81.01
22,2.82,29,Baja,87.82
24,2.62,7,Media,81.8
28,4.63,13,Alta,67.79
24,1.73,32,Baja,82.25
28,3.87,35,Media,89.33
26,3.1,9,Media,78.41
28,1.99,26,Alta,94.86
28,3.87,29,Media,85.4
29,2.15,29,Media,98.18
26,2.01,26,Media,79.52
19,3.29,12,Alta,94.73
18,2.37,8,Media,93.67
19,1.4,37,Alta,81.82
19,2.95,28,Alta,84.37
22,2.6,8,Media,79.96
26,1.56,9,Baja,57.39
24,3.09,17,Media,92.51
24,3.62,33,Alta,94.97
20,2.92,35,Alta,76.98
28,4.07,24,Media,90.92
23,2.98,13,Media,100.0
27,2.6,21,Alta,86.07
23,1.8,17,Media,89.41
27,2.97,11,Baja,85.74
28,2.67,6,Alta,82.92
25,3.54,15,Alta,69.15
22,4.04,12,Media,83.35
27,3.11,15,Media,72.45
24,3.18,26,Baja,78.35
18,2.31,7,Baja,95.7
27,2.41,22,Media,87.61
28,3.61,17,Media,84.27
29,4.01,35,Baja,86.58
29,4.23,31,Baja,82.17
22,1.77,21,Media,89.06
25,3.65,6,Baja,87.4
22,2.63,22,Media,88.53
25,2.53,12,Baja,98.35
22,3.05,37,Alta,87.93
23,3.12,14,Media,94.97
22,3.12,11,Media,78.39
18,4.4,6,Baja,77.77
19,2.76,28,Alta,80.45
18,2.37,21,Media,100.0
21,1.8,16,Baja,96.35
22,2.74,18,Media,65.92
24,4.63,33,Baja,68.65
26,3.53,9,Baja,73.52
27,4.68,39,Media,72.41
19,2.76,20,Media,99.19
29,2.89,30,Baja,87.77
18,2.83,34,Baja,82.14
23,1.65,38,Baja,87.97
23,3.64,14,Baja,92.09
27,3.39,9,Media,76.59
19,3.71,17,Media,72.16
25,2.96,13,Alta,66.79
22,2.93,11,Baja,93.64
24,3.2,24,Alta,87.11
18,3.79,17,Baja,92.69
20,1.55,11,Baja,89.59
27,2.65,15,Baja,88.58
27,2.59,28,Media,66.84
28,2.82,12,Media,75.16
